index,name,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,,
166,gnome,S_GNOME,1,6,10,4,0,G_GENO | G_SGROUP | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,650,100,MS_ORC,MZ_SMALL,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_GNOME | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BROWN,Gnomes,,
167,gnome lord,S_GNOME,3,8,10,4,0,G_GENO | 2,"ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,700,120,MS_ORC,MZ_SMALL,,,M1_HUMANOID | M1_OMNIVORE,M2_GNOME | M2_LORD | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BLUE,Gnomes,,
168,gnomish wizard,S_GNOME,3,10,4,10,0,G_GENO | 1,"ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,700,120,MS_ORC,MZ_SMALL,,,M1_HUMANOID | M1_OMNIVORE,M2_GNOME | M2_MAGIC,M3_INFRAVISIBLE | M3_INFRAVISION,HI_ZAP,Gnomes,,
169,gnome king,S_GNOME,5,10,10,20,0,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,150,MS_ORC,MZ_SMALL,,,M1_HUMANOID | M1_OMNIVORE,M2_GNOME | M2_PRINCE | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,Gnomes,,
170,giant,S_GIANT,6,6,0,0,2,G_GENO | G_NOGEN | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,,,M1_HUMANOID | M1_CARNIVORE,M2_GIANT | M2_STRONG | M2_ROCKTHROW | M2_NASTY | M2_COLLECT| M2_JEWELS,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,giant Humanoids,,
171,stone giant,S_GIANT,6,6,0,0,2,G_GENO | G_SGROUP | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,,,M1_HUMANOID | M1_CARNIVORE,M2_GIANT | M2_STRONG | M2_ROCKTHROW | M2_NASTY | M2_COLLECT| M2_JEWELS,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_GRAY,giant Humanoids,,
172,hill giant,S_GIANT,8,10,6,0,-2,G_GENO | G_SGROUP | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2200,700,MS_BOAST,MZ_HUGE,,,M1_HUMANOID | M1_CARNIVORE,M2_GIANT | M2_STRONG | M2_ROCKTHROW | M2_NASTY | M2_COLLECT| M2_JEWELS,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_CYAN,giant Humanoids,,
173,fire giant,S_GIANT,9,12,4,5,2,G_GENO | G_SGROUP | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,MR_FIRE,MR_FIRE,M1_HUMANOID | M1_CARNIVORE,M2_GIANT | M2_STRONG | M2_ROCKTHROW| M2_NASTY | M2_COLLECT | M2_JEWELS,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_YELLOW,giant Humanoids,,
174,frost giant,S_GIANT,10,12,3,10,-3,G_NOHELL | G_GENO | G_SGROUP | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,MR_COLD,MR_COLD,M1_HUMANOID | M1_CARNIVORE,M2_GIANT | M2_STRONG | M2_ROCKTHROW| M2_NASTY | M2_COLLECT | M2_JEWELS,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_WHITE,giant Humanoids,,
175,ettin,S_GIANT,10,12,3,0,0,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 8)","ATTK(AT_WEAP, AD_PHYS, 3, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,500,MS_GRUNT,MZ_HUGE,,,M1_ANIMAL | M1_HUMANOID | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BROWN,giant Humanoids,,
176,storm giant,S_GIANT,16,12,3,10,-3,G_GENO | G_SGROUP | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,MR_ELEC,MR_ELEC,M1_HUMANOID | M1_CARNIVORE,M2_GIANT | M2_STRONG | M2_ROCKTHROW| M2_NASTY | M2_COLLECT | M2_JEWELS,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BLUE,giant Humanoids,,
177,titan,S_GIANT,16,18,-3,70,9,,"ATTK(AT_WEAP, AD_PHYS, 2, 8)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2300,900,MS_SPELL,MZ_HUGE,,,M1_FLY | M1_HUMANOID | M1_OMNIVORE,M2_STRONG | M2_ROCKTHROW | M2_NASTY | M2_COLLECT | M2_MAGIC,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_MAGENTA,giant Humanoids,,
178,minotaur,S_GIANT,15,15,6,0,0,G_GENO | G_NOGEN,"ATTK(AT_CLAW, AD_PHYS, 3, 10)","ATTK(AT_CLAW, AD_PHYS, 3, 10)","ATTK(AT_BUTT, AD_PHYS, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,1500,700,MS_SILENT,MZ_LARGE,,,M1_ANIMAL | M1_HUMANOID | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BROWN,giant Humanoids,,
179,jabberwock,S_JABBERWOCK,15,12,-2,50,0,G_GENO | 1,"ATTK(AT_BITE, AD_PHYS, 2, 10)","ATTK(AT_BITE, AD_PHYS, 2, 10)","ATTK(AT_CLAW, AD_PHYS, 2, 10)","ATTK(AT_CLAW, AD_PHYS, 2, 10)",NO_ATTK,NO_ATTK,1300,600,MS_BURBLE,MZ_LARGE,,,M1_ANIMAL | M1_FLY | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE,CLR_ORANGE,Jabberwock,the illustration from _Through_the_Looking_Glass_ depicts hands as well as wings,
180,vorpal jabberwock,S_JABBERWOCK,20,12,-2,50,0,G_GENO | 1,"ATTK(AT_BITE, AD_PHYS, 3, 10)","ATTK(AT_BITE, AD_PHYS, 3, 10)","ATTK(AT_CLAW, AD_PHYS, 3, 10)","ATTK(AT_CLAW, AD_PHYS, 3, 10)",NO_ATTK,NO_ATTK,1300,600,MS_BURBLE,MZ_LARGE,,,M1_ANIMAL | M1_FLY | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE,HI_LORD,Jabberwock,DEFERRED,
181,Keystone Kop,S_KOP,1,6,10,10,9,G_GENO | G_LGROUP | G_NOGEN,"ATTK(AT_WEAP, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,200,MS_ARREST,MZ_HUMAN,,,M1_HUMANOID,M2_HUMAN | M2_WANDER | M2_HOSTILE | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE,CLR_BLUE,Kops,,
182,Kop Sergeant,S_KOP,2,8,10,10,10,G_GENO | G_SGROUP | G_NOGEN,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,200,MS_ARREST,MZ_HUMAN,,,M1_HUMANOID,M2_HUMAN | M2_WANDER | M2_HOSTILE | M2_STRONG | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE,CLR_BLUE,Kops,,
183,Kop Lieutenant,S_KOP,3,10,10,20,11,G_GENO | G_NOGEN,"ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,200,MS_ARREST,MZ_HUMAN,,,M1_HUMANOID,M2_HUMAN | M2_WANDER | M2_HOSTILE | M2_STRONG | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE,CLR_CYAN,Kops,,
184,Kop Kaptain,S_KOP,4,12,10,20,12,G_GENO | G_NOGEN,"ATTK(AT_WEAP, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,200,MS_ARREST,MZ_HUMAN,,,M1_HUMANOID,M2_HUMAN | M2_WANDER | M2_HOSTILE | M2_STRONG | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE,HI_LORD,Kops,,
185,lich,S_LICH,11,6,0,30,-9,G_GENO | G_NOCORPSE | 1,"ATTK(AT_TUCH, AD_COLD, 1, 10)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,MR_COLD,M1_BREATHLESS | M1_HUMANOID | M1_POIS | M1_REGEN,M2_UNDEAD | M2_HOSTILE | M2_MAGIC,M3_INFRAVISION,CLR_BROWN,Liches,,
186,demilich,S_LICH,14,9,-2,60,-12,G_GENO | G_NOCORPSE | 1,"ATTK(AT_TUCH, AD_COLD, 3, 4)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,MR_COLD,M1_BREATHLESS | M1_HUMANOID | M1_POIS | M1_REGEN,M2_UNDEAD | M2_HOSTILE | M2_MAGIC,M3_INFRAVISION,CLR_RED,Liches,,
187,master lich,S_LICH,17,9,-4,90,-15,G_HELL | G_GENO | G_NOCORPSE | 1,"ATTK(AT_TUCH, AD_COLD, 3, 6)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_HUMAN,MR_FIRE | MR_COLD | MR_SLEEP | MR_POISON,MR_FIRE | MR_COLD,M1_BREATHLESS | M1_HUMANOID | M1_POIS | M1_REGEN,M2_UNDEAD | M2_HOSTILE | M2_MAGIC,M3_WANTSBOOK | M3_INFRAVISION,HI_LORD,Liches,,
188,arch-lich,S_LICH,25,9,-6,90,-15,G_HELL | G_GENO | G_NOCORPSE | 1,"ATTK(AT_TUCH, AD_COLD, 5, 6)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_HUMAN,MR_FIRE | MR_COLD | MR_SLEEP | MR_ELEC | MR_POISON,MR_FIRE | MR_COLD,M1_BREATHLESS | M1_HUMANOID | M1_POIS | M1_REGEN,M2_UNDEAD | M2_HOSTILE | M2_MAGIC,M3_WANTSBOOK | M3_INFRAVISION,HI_LORD,Liches,,
189,kobold mummy,S_MUMMY,3,8,6,20,-2,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_SILENT,MZ_SMALL,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_HOSTILE,M3_INFRAVISION,CLR_BROWN,Mummies,,
190,gnome mummy,S_MUMMY,4,10,6,20,-3,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,650,50,MS_SILENT,MZ_SMALL,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_HOSTILE | M2_GNOME,M3_INFRAVISION,CLR_RED,Mummies,,
191,orc mummy,S_MUMMY,5,10,5,20,-4,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,850,75,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_HOSTILE | M2_ORC | M2_GREEDY | M2_JEWELS,M3_INFRAVISION,CLR_GRAY,Mummies,,
192,dwarf mummy,S_MUMMY,5,10,5,20,-4,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,150,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_HOSTILE | M2_DWARF | M2_GREEDY | M2_JEWELS,M3_INFRAVISION,CLR_RED,Mummies,,
193,elf mummy,S_MUMMY,6,12,4,30,-5,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,175,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_HOSTILE | M2_ELF,M3_INFRAVISION,CLR_GREEN,Mummies,,
194,human mummy,S_MUMMY,6,12,4,30,-5,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,200,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_HOSTILE,M3_INFRAVISION,CLR_GRAY,Mummies,,
195,ettin mummy,S_MUMMY,7,12,4,30,-6,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 2, 6)","ATTK(AT_CLAW, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,250,MS_SILENT,MZ_HUGE,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_HOSTILE | M2_STRONG,M3_INFRAVISION,CLR_BLUE,Mummies,,
196,giant mummy,S_MUMMY,8,14,3,30,-7,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 3, 4)","ATTK(AT_CLAW, AD_PHYS, 3, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2050,375,MS_SILENT,MZ_HUGE,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_HOSTILE | M2_GIANT | M2_STRONG | M2_JEWELS,M3_INFRAVISION,CLR_CYAN,Mummies,,
197,red naga hatchling,S_NAGA,3,10,6,0,0,,"ATTK(AT_BITE, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_FIRE | MR_POISON,MR_FIRE | MR_POISON,M1_NOLIMBS | M1_SLITHY | M1_THICK_HIDE | M1_NOTAKE | M1_OMNIVORE,M2_STRONG,M3_INFRAVISIBLE,CLR_RED,Nagas,,
198,black naga hatchling,S_NAGA,3,10,6,0,0,,"ATTK(AT_BITE, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON | MR_ACID | MR_STONE,MR_POISON | MR_STONE,M1_NOLIMBS | M1_SLITHY | M1_THICK_HIDE | M1_ACID| M1_NOTAKE | M1_CARNIVORE,M2_STRONG,,CLR_BLACK,Nagas,,
199,golden naga hatchling,S_NAGA,3,10,6,0,0,,"ATTK(AT_BITE, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON,MR_POISON,M1_NOLIMBS | M1_SLITHY | M1_THICK_HIDE | M1_NOTAKE | M1_OMNIVORE,M2_STRONG,,HI_GOLD,Nagas,,
200,guardian naga hatchling,S_NAGA,3,10,6,0,0,,"ATTK(AT_BITE, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON,MR_POISON,M1_NOLIMBS | M1_SLITHY | M1_THICK_HIDE | M1_NOTAKE | M1_OMNIVORE,M2_STRONG,,CLR_GREEN,Nagas,,
201,red naga,S_NAGA,6,12,4,0,-4,G_GENO | 1,"ATTK(AT_BITE, AD_PHYS, 2, 4)","ATTK(AT_BREA, AD_FIRE, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_FIRE | MR_POISON,MR_FIRE | MR_POISON,M1_NOLIMBS | M1_SLITHY | M1_THICK_HIDE| M1_OVIPAROUS | M1_NOTAKE | M1_OMNIVORE,M2_STRONG,M3_INFRAVISIBLE,CLR_RED,Nagas,,
202,black naga,S_NAGA,8,14,2,10,4,G_GENO | 1,"ATTK(AT_BITE, AD_PHYS, 2, 6)","ATTK(AT_SPIT, AD_ACID, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON | MR_ACID | MR_STONE,MR_POISON | MR_STONE,M1_NOLIMBS | M1_SLITHY | M1_THICK_HIDE | M1_OVIPAROUS | M1_ACID| M1_NOTAKE | M1_CARNIVORE,M2_STRONG,,CLR_BLACK,Nagas,,
203,golden naga,S_NAGA,10,14,2,70,5,G_GENO | 1,"ATTK(AT_BITE, AD_PHYS, 2, 6)","ATTK(AT_MAGC, AD_SPEL, 4, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON,MR_POISON,M1_NOLIMBS | M1_SLITHY | M1_THICK_HIDE | M1_OVIPAROUS | M1_NOTAKE| M1_OMNIVORE,M2_STRONG,,HI_GOLD,Nagas,,
204,guardian naga,S_NAGA,12,16,0,50,7,G_GENO | 1,"ATTK(AT_BITE, AD_PLYS, 1, 6)","ATTK(AT_SPIT, AD_DRST, 1, 6)","ATTK(AT_HUGS, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON,MR_POISON,M1_NOLIMBS | M1_SLITHY | M1_THICK_HIDE | M1_OVIPAROUS | M1_POIS| M1_NOTAKE | M1_OMNIVORE,M2_STRONG,,CLR_GREEN,Nagas,,
205,ogre,S_OGRE,5,10,5,0,-3,G_SGROUP | G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1600,500,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID | M1_CARNIVORE,M2_STRONG | M2_GREEDY | M2_JEWELS | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BROWN,Ogres,,
206,ogre lord,S_OGRE,7,12,3,30,-5,G_GENO | 2,"ATTK(AT_WEAP, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,700,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID | M1_CARNIVORE,M2_STRONG | M2_LORD | M2_MALE | M2_GREEDY | M2_JEWELS | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_RED,Ogres,,
207,ogre king,S_OGRE,9,14,4,60,-7,G_GENO | 2,"ATTK(AT_WEAP, AD_PHYS, 3, 5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,750,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID | M1_CARNIVORE,M2_STRONG | M2_PRINCE | M2_MALE | M2_GREEDY | M2_JEWELS | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,Ogres,,
208,gray ooze,S_PUDDING,3,1,8,0,0,G_GENO | G_NOCORPSE | 2,"ATTK(AT_BITE, AD_RUST, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,250,MS_SILENT,MZ_MEDIUM,MR_FIRE | MR_COLD | MR_POISON | MR_ACID | MR_STONE,MR_FIRE | MR_COLD | MR_POISON,M1_BREATHLESS | M1_AMORPHOUS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD| M1_MINDLESS | M1_OMNIVORE | M1_ACID,M2_HOSTILE | M2_NEUTER,,CLR_GRAY,Puddings,,
209,brown pudding,S_PUDDING,5,3,8,0,0,G_GENO | G_NOCORPSE | 1,"ATTK(AT_BITE, AD_DCAY, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,250,MS_SILENT,MZ_MEDIUM,MR_COLD | MR_ELEC | MR_POISON | MR_ACID | MR_STONE,MR_COLD | MR_ELEC | MR_POISON,M1_BREATHLESS | M1_AMORPHOUS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD| M1_MINDLESS | M1_OMNIVORE | M1_ACID,M2_HOSTILE | M2_NEUTER,,CLR_BROWN,Puddings,,
210,green slime,S_PUDDING,6,6,6,0,0,G_HELL | G_GENO | G_NOCORPSE | 1,"ATTK(AT_TUCH, AD_SLIM, 1, 4)","ATTK(AT_NONE, AD_SLIM, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,150,MS_SILENT,MZ_LARGE,MR_COLD | MR_ELEC | MR_POISON | MR_ACID | MR_STONE,,M1_BREATHLESS | M1_AMORPHOUS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD| M1_MINDLESS | M1_OMNIVORE | M1_ACID | M1_POIS,M2_HOSTILE | M2_NEUTER,,CLR_GREEN,Puddings,,
211,black pudding,S_PUDDING,10,6,6,0,0,G_GENO | G_NOCORPSE | 1,"ATTK(AT_BITE, AD_CORR, 3, 8)","ATTK(AT_NONE, AD_CORR, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,250,MS_SILENT,MZ_LARGE,MR_COLD | MR_ELEC | MR_POISON | MR_ACID | MR_STONE,MR_COLD | MR_ELEC | MR_POISON,M1_BREATHLESS | M1_AMORPHOUS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD| M1_MINDLESS | M1_OMNIVORE | M1_ACID,M2_HOSTILE | M2_NEUTER,,CLR_BLACK,Puddings,,
212,quantum mechanic,S_QUANTMECH,7,12,3,10,0,G_GENO | 3,"ATTK(AT_CLAW, AD_TLPT, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,20,MS_HUMANOID,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_OMNIVORE | M1_POIS | M1_TPORT,M2_HOSTILE,M3_INFRAVISIBLE,CLR_CYAN,Quantum mechanics,,
213,rust monster,S_RUSTMONST,5,18,2,0,0,G_GENO | 2,"ATTK(AT_TUCH, AD_RUST, 0, 0)","ATTK(AT_TUCH, AD_RUST, 0, 0)","ATTK(AT_NONE, AD_RUST, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,1000,250,MS_SILENT,MZ_MEDIUM,,,M1_SWIM | M1_ANIMAL | M1_NOHANDS | M1_METALLIVORE,M2_HOSTILE,M3_INFRAVISIBLE,CLR_BROWN,Rust monster or disenchanter,,
214,disenchanter,S_RUSTMONST,12,12,-10,0,-3,G_HELL | G_GENO | 2,"ATTK(AT_CLAW, AD_ENCH, 4, 4)","ATTK(AT_NONE, AD_ENCH, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,200,MS_GROWL,MZ_LARGE,,,M1_ANIMAL | M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,CLR_BLUE,Rust monster or disenchanter,,
215,garter snake,S_SNAKE,1,8,8,0,0,G_LGROUP | G_GENO | 1,"ATTK(AT_BITE, AD_PHYS, 1, 2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,60,MS_HISS,MZ_TINY,,,M1_SWIM | M1_CONCEAL | M1_NOLIMBS | M1_ANIMAL | M1_SLITHY| M1_OVIPAROUS | M1_CARNIVORE | M1_NOTAKE,,,CLR_GREEN,Snakes,,
216,snake,S_SNAKE,4,15,3,0,0,G_GENO | 2,"ATTK(AT_BITE, AD_DRST, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,80,MS_HISS,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM | M1_CONCEAL | M1_NOLIMBS | M1_ANIMAL | M1_SLITHY | M1_POIS| M1_OVIPAROUS | M1_CARNIVORE | M1_NOTAKE,M2_HOSTILE,,CLR_BROWN,Snakes,,
217,water moccasin,S_SNAKE,4,15,3,0,0,G_GENO | G_NOGEN | G_LGROUP,"ATTK(AT_BITE, AD_DRST, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,150,80,MS_HISS,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM | M1_CONCEAL | M1_NOLIMBS | M1_ANIMAL | M1_SLITHY | M1_POIS| M1_CARNIVORE | M1_OVIPAROUS | M1_NOTAKE,M2_HOSTILE,,CLR_RED,Snakes,,
218,python,S_SNAKE,6,3,5,0,0,G_GENO | 1,"ATTK(AT_BITE, AD_PHYS, 1, 4)","ATTK(AT_TUCH, AD_PHYS, 0, 0)","ATTK(AT_HUGS, AD_WRAP, 1, 4)","ATTK(AT_HUGS, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,250,100,MS_HISS,MZ_LARGE,,,M1_SWIM | M1_NOLIMBS | M1_ANIMAL | M1_SLITHY | M1_CARNIVORE| M1_OVIPAROUS | M1_NOTAKE,M2_HOSTILE | M2_STRONG,M3_INFRAVISION,CLR_MAGENTA,Snakes,,
